popularity,id,name,artista
3,6tyKoClHZ30BUH2moS2Ftn,"Dixit Dominus, HWV 232: 7. Judicabit in nationibus",George Frideric Handel
1,71N4S7fak0b4MC691KHzaD,"Messiah, HWV 56 / Pt. 1: 13. Pifa (Pastoral Symphony) - Snippet",George Frideric Handel
1,7A3RqofOIm5wDi9NnKzsBs,"Water Music Suite No.1 in F, HWV 348: Allegro",George Frideric Handel
1,7xtjIOCP0DV3SGumZwUcDm,"Water Music Suite No.1 in F, HWV 348: Presto",George Frideric Handel
2,0vS1W7zgL0eUronnNvJFfj,"Concerto for Oboe d'amore, Strings and B.c. ""Verdi prati"": Allegro (""Tornami a vagheggiar"" from Opera 'Alcina', HWV 34)",George Frideric Handel
3,1RPEgr0IQ62sEe0IMePvJ2,"Concerto grosso in F, Op.6, No.2: 3. Largo - Adagio - Larghetto andante, e piano",George Frideric Handel
1,2CI4yEZSgJG3jvAPLI1W4B,"Concerto grosso in A minor, Op.6, No.4: 4. Allegro",George Frideric Handel
0,3qLndqxNbidd6bn0evlBaZ,"Serse, HWV 40 / Act 1: ""Non sò se sia la speme""",George Frideric Handel
0,5XkdCvBbs98yvVlZb5nKYx,"Water Music Suite No.1 in F, HWV 348: Andante",George Frideric Handel
0,6jSPiThugstPv2NnlbvYbC,"""Tra le fiamme"", Cantata HWV 170: Da capo: “Tra le fiamme tu scherzi”",George Frideric Handel
2,6uSlFQR7Vlb5hnmYmVpB4D,"Joshua, HWV 64 - Original Version: O Had I Jubal's Lyre",George Frideric Handel
1,2jN9yOsdOSO3Z540NF9KLO,"Concerto grosso in E minor, Op.6, No.3: 5. Allegro, ma non troppo",George Frideric Handel
4,33m3hDtz3Z0VGkMuCpouJO,"Concerto grosso in G, Op.6, No.1: 4. Allegro",George Frideric Handel
3,36PajDpi7FKyH9CaxI3tYw,"Concerto grosso in F, Op.6, No.2: 1. Andante larghetto",George Frideric Handel
2,4SZg1S8VkzgARBsVWPrHP4,"Serse, HWV 40 / Act 1: ""Meglio in voi col mio partire""",George Frideric Handel
8,4TBe781eI9sQudfUDdI3Tm,"Concerto grosso in G, Op.6, No.1: 1. A tempo giusto",George Frideric Handel
3,7ls2QKo2l4ARogvTOPOhsX,"Concerto grosso in F, Op.6, No.2: 2. Allegro",George Frideric Handel
0,1eOsERPBIRYDZtAN7DGA1S,"Messiah, HWV 56 / Pt. 1: 18a. Duet: He Shall Feed His Flock",George Frideric Handel
4,1oJKXPYAN5kuEnDDSDIIW9,"Concerto grosso in G, Op.6, No.1: 5. Allegro",George Frideric Handel
1,2sjDItTTt4Uirt0mFG9F5v,Belshazzar: Overture,George Frideric Handel
2,2zFMy2nqTfEeMffRNRFC0u,"Concerto grosso in E minor, Op.6, No.3: 1. Larghetto",George Frideric Handel
0,3ByYYMCIJAdeLZ5Aiv4k3B,"Serse, HWV 40 / Act 1: ""Signor, Signor, lasciate far a me""",George Frideric Handel
3,3QUw3C5V6CPRNQIIf3OBKI,"Messiah, HWV 56 / Pt. 1: Symphony - Snippet",George Frideric Handel
0,4f193f5FUEO5gCpl1uXoVs,"Serse, HWV 40 - Arr. For Oboe d'amore And Orchestra By Andreas N. Tarkmann / Act 1: Ombra mai fu",George Frideric Handel
1,4u2RNZdz8L6JfNhJlEypjQ,Serse / Act 1: Né men con l'ombre,George Frideric Handel
2,5HfH9aOAwvVczzyGi7ndoX,"Concerto grosso in E minor, Op.6, No.3: 2. Andante",George Frideric Handel
5,68A58lldy760irGRCK5yml,"Dixit Dominus, HWV 232: 4. Juravit Dominus",George Frideric Handel
1,6LBjPNJFP2Rpe5ARa8eQaG,"Water Music Suite No.1 in F, HWV 348: 1. Ouverture (Largo - Allegro)",George Frideric Handel
1,6MEAeyZ8O7w7YtmTMggsfT,"Concerto for Oboe, Strings and B.c. ""Voli per l'aria"": Adagio (from Organconcerto op.4,3, HWV 291)",George Frideric Handel
0,7fQKDkTkt4eSxr5SBJ04NE,"Concerto for Oboe, Bassoon, Harpsichord and B.c. ""Piagge serene"": Adagio (from Sonata a cinque, HWV 288)",George Frideric Handel
0,1vIrRHRNfXhm1qd4pSiAdU,Radamisto - Edited & Prepared: Bonynge: Overture,George Frideric Handel
0,2N2mudO8F22nIA8xShzlft,"Giulio Cesare in Egitto HWV 17 / Atto primo: No.1 Coro ""Viva, viva il nostro Alcide!""",George Frideric Handel
0,2QU3aXfm7hF2cgpkCdMMrk,"Serse, HWV 40 / Act 2: ""Del mio caro baco amabile""",George Frideric Handel
0,2n7mKfNFcLllh50vCYbsrm,"Giulio Cesare in Egitto HWV 17 / Atto primo: No. 8 Accompagnato ""Alma del gran Pompeo""",George Frideric Handel
0,2reisTNOLCEb5B0f6taN9l,"Concerto grosso in B flat, Op.6, No.7: 1. Largo",George Frideric Handel
0,62ISdx7rq8nC7E3iFGE5lF,"Serse, HWV 40 / Act 2: ""Quella che tutta fè""",George Frideric Handel
0,6EP7zwALP7nIzv4H4pzDeo,"Serse, HWV 40 / Act 2: ""Voi mi dite che non l'ami""",George Frideric Handel
0,77dcavYmMJudhDLocXakDZ,"Concerto grosso in D minor, Op.6, No.10: 4. Allegro",George Frideric Handel
0,7n31MDrJKedWso4KKEntGj,"Serse, HWV 40 / Act 2: ""È gelosia quella tiranna""",George Frideric Handel
2,1zsFsPePcbhFeiorXxyCJT,"Concerto grosso in E minor, Op.6, No.3: 3. Allegro",George Frideric Handel
2,24QRUgvrUH5mgme0SZnbKp,"Concerto for Flute, English Horn, Strings and B.c. ""Amabile baltà"": Adagio e staccato (from Organconcerto op.4,2, HWV 209)",George Frideric Handel
1,29EEmx7vzHMP4NozrilFga,"Judas Maccabaeus HWV 63 / Part 3: 66. Aria, Duett:""Oh Lovely Peace, With Plenty Crown'd"" - Snippet",George Frideric Handel
0,2QJ9x3yDjVT1hfiD8od82w,"Concerto grosso in D, Op.6, No.5: 6. Menuet (un poco larghetto)",George Frideric Handel
3,365gpfCaL3gkwVfMFeRTXm,"Messiah, HWV 56 / Pt. 1: 4. ""And The Glory Of The Lord""",George Frideric Handel
0,3iQ4t6Z3ZlI0tFJKhNLNrS,"Concerto grosso in D, Op.6, No.5: 3. Presto",George Frideric Handel
1,4jGeBEBruJLIiLiOlK6bux,"Serse, HWV 40 / Act 1: ""Già la tromba, che chiamò"" (I)",George Frideric Handel
3,5smagmJPzpNQqOWwbLrz0h,Solomon HWV 67 / Act 3: The Arrival of the Queen of Sheba,George Frideric Handel
6,6KY2XSz6LV3ZVcgG0cYJIA,"Serse, HWV 40: Gigue",George Frideric Handel
2,6Vh4vK57cqSjw3kvxxVJFO,"Concerto for Oboe d'amore, Strings and B.c. ""Verdi prati"": Grave (from Organconcerto No.14, HWV 296a)",George Frideric Handel
3,6X6hFLX8U1ua6pisiO8thJ,"Serse, HWV 40 / Act 1: ""Sì, sì, mio ben""",George Frideric Handel
0,6yy0NvUn5l5LIjUXnY91qh,"Concerto for Oboe, Bassoon, Harpsichord and B.c. ""Piagge serene"": Minuett (""In queste amene"" from Cantata 'Il delirio amoroso', HWV 99 & Suite for Cembalo No.3, HWV 436)",George Frideric Handel
0,79av4MQ9PiEhTswqV5RY5U,"Water Music Suite No.1 in F, HWV 348: 5. Air",George Frideric Handel
0,0LLkF4gunPVASRUpjkVde7,"Giulio Cesare in Egitto HWV 17 / Atto primo: Recitativo ""Sire, Signor!""",George Frideric Handel
0,2BBJRPx7dEwbvBHmypnumK,"Messiah, HWV 56 / Pt. 2: 42. Chorus: ""Hallelujah""",George Frideric Handel
0,488gXcIN6VA0lvEaDQc3f9,"Concerto grosso in G minor, Op.6, No.6: 5. Allegro",George Frideric Handel
0,4rf9EDqm1jp9hvQ81Xd2cY,"Serse, HWV 40 / Act 2: ""Vuò ch'abbian fine""",George Frideric Handel
0,5WcqtUJx0yclryFOc9ai8V,"Serse, HWV 40 / Act 2: ""È tormento troppo fiero""",George Frideric Handel
0,7v1vhCQqcNYp6JNFaiGLWT,"Concerto grosso in G minor, Op.6, No.6: 4. Allegro",George Frideric Handel
0,0ULXz2gE5rVzKFpxs2dhVo,"Giulio Cesare in Egitto HWV 17 / Atto primo: No.2 Aria ""Presti omai l'Egizia terra""",George Frideric Handel
0,1l1oF6k3x8vC5ltjDP3Zz8,"Concerto grosso in C minor, Op.6, No.8: 2. Grave",George Frideric Handel
0,1wD5uEvs8O4Tnzd69Y6RbK,"Serse, HWV 40 / Act 2: ""Speranze mie fermate""",George Frideric Handel
0,2iXNxG9wPdtLF2toGpicwR,"Serse, HWV 40 / Act 1: ""Pugnammo, amici""",George Frideric Handel
0,4Cy82fRSRqSKwtyWtV0ju1,Rinaldo: Overture,George Frideric Handel
0,5oDv18oRnVAgzXYw0x3MsP,"Samson / Act 3, HWV 57: Air: ""Let The Bright Seraphim""",George Frideric Handel
0,68QJuKIQKVCVHfQNH9ylJJ,"Serse, HWV 40 / Act 2: ""Quel curioso è partito""",George Frideric Handel
0,6xBfxGfAVxq94XXuFkP3QW,"Serse, HWV 40 / Act 2: ""Dirà che non m'amo""",George Frideric Handel
0,72pp6GQ7wet3bc8hOcdVR7,"Giulio Cesare in Egitto HWV 17 / Atto primo: Recitativo ""Ferma, Cleopatra""",George Frideric Handel
0,3Ienf6k5zUzQgMAGEo9aaR,"Concerto for Oboe, Strings and B.c. ""Voli per l'aria"": Allegro (""Voli per l'aria"" from Cantata 'Tra le fiamme', HWV 170)",George Frideric Handel
5,3yL0BB3RCim1ZckdV7SH7G,Deidamia - Edited & Prepared: Bonynge: Overture,George Frideric Handel
1,53r4uoZ15fZTsrLCeKR7xT,"Alessandro - Opera in 3 Acts, HWV 21 / Act 3: ""Cara, la tua beltà in me sol regnerà…""",George Frideric Handel
1,5J2vW0bYL9mzRMlLd2Jgw5,"Concerto grosso in A minor, Op.6, No.4: 1. Larghetto affettuoso",George Frideric Handel
4,5u3w4zR3snNOwShkY7iLkR,Serse / Act 1: Sento un soave concento,George Frideric Handel
0,7AEOOeFKkHEaa41W43h1Qp,"Concerto grosso in G minor, Op.6, No.6: 1. Larghetto e affettuoso",George Frideric Handel
7,0QHy4CyJ4O0fblozh9M3lz,"Dixit Dominus, HWV 232: 2. Virgam virtutis tuae",George Frideric Handel
0,0e4181Z50SyDtLhZRKvorM,"Salve Regina, HWV 241: Salve Regina",George Frideric Handel
6,27EFk0VfiLeK0ehl2y9Dmv,"Messiah, HWV 56 / Pt. 1: Symphony",George Frideric Handel
1,2yzf5win55dVMhWsowhb59,Music for the Royal Fireworks: Suite HWV 351: 5. Menuet I,George Frideric Handel
6,3ptrYsinwTHGwMWUWcsAwm,"Dixit Dominus, HWV 232: 3. Tecum principium in die virtutis",George Frideric Handel
1,4wF6vXz1Calo5dOy8deCVE,"Concerto grosso in D, Op.6, No.5: 1. (Larghetto, e staccato)",George Frideric Handel
0,5HOO7u2J3PusOFBIlt9Nd9,"Water Music Suite No.1 in F, HWV 348: 8. Hornpipe",George Frideric Handel
5,5lTZxcaqY5xGoViYHwgXLk,"Serse, HWV 40 / Act 1: ""Frondi tenere""",George Frideric Handel
2,6ptbU29h1oEw1aVKauoNZK,"Serse, HWV 40 / Act 1: ""Frondi tenere e belle""",George Frideric Handel
0,0sGTIKpUhEwS8nzNokaud0,"Serse, HWV 40 / Act 2: ""L'amerete? - L'amerò""",George Frideric Handel
0,1LegdIs2ZTcHceBUiQk9Xs,"Concerto grosso in F, Op.6, No.9: 2. Allegro",George Frideric Handel
0,1WveigaYHrwUsKTeEqnciF,"Serse, HWV 40 / Act 2: ""Val più contento core""",George Frideric Handel
0,2XrFSulK4E26VfJDp9OlOE,"Serse, HWV 40 / Act 2: ""A piangere ogn'ora Amor mi destina""",George Frideric Handel
0,2kgVu00sDsBmThOEyjnBYF,"Serse, HWV 40 / Act 2: ""Arsamene, ove andate?""",George Frideric Handel
0,4Xff24lD47Tzeq0ajHrs4M,"Concerto grosso in B flat, Op.6, No.7: 3. Largo, e piano",George Frideric Handel
0,6gBE2jbekDFAINwctm6s1G,"Nisi Dominus, Psalm 126 (127) HWV 238: 5. Beatus vir",George Frideric Handel
0,7gmXcdwxqixpjQx6cvCnRH,"Giulio Cesare in Egitto HWV 17 / Atto primo: Recitativo ""Già torna in se""",George Frideric Handel
0,7hWg11QNFqgwwesOEZoRNa,"Oboe Concerto No. 1 In B-Flat Major, HWV 301: III. Siciliano (Largo)",George Frideric Handel
0,14X8Kjkdue7qr3Y0jX62lG,"Serse, HWV 40 / Act 2: ""E chi direbbe mai""",George Frideric Handel
0,28KOkfXAYj6aCejMsDlcmG,"Giulio Cesare in Egitto HWV 17 / Atto primo: Recitativo ""La Reggia Tolomeo t'offre""",George Frideric Handel
0,2KFz1SQhjnfbeovPpHKQ3o,"Giulio Cesare in Egitto HWV 17 / Atto primo: Recitativo ""Cesare, alla tua destra""",George Frideric Handel
0,3vTdZ173qX0YZysmmh1giC,"Serse, HWV 40 / Act 2: ""Ariodate""",George Frideric Handel
0,4cdaqoz7ReuivNn0whyxh9,Susanna (1748): Overture,George Frideric Handel
0,5HP2RQuhxexjYea1c9RDoP,"Serse, HWV 40 / Act 2: ""Gran pena è gelosia - Lo sa il mio cor piagato""",George Frideric Handel
0,6nHxK991FfauWUAaY05xC9,"Concerto grosso in C minor, Op.6, No.8: 6. Allegro",George Frideric Handel
0,6utDiIm13IcqXhn1zKawjv,"Concerto grosso in C minor, Op.6, No.8: 3. Andante allegro",George Frideric Handel
0,7MBs1bHyc7UnT45zYLd282,"Concerto grosso in F, Op.6, No.9: 3. Larghetto",George Frideric Handel
0,01NSdZybwTjEIYjHagUVQr,"Concerto grosso in G minor, Op.6, No.6: 2. A tempo giusto",George Frideric Handel
0,0sQeCn6NfPeg8yXJxjE6e2,"Concerto grosso in F, Op.6, No.9: 4. Allegro",George Frideric Handel
0,20HeeJW5tRzNLPqlVjJFvQ,"Serse, HWV 40 / Act 2: ""Dirà che amor per me""",George Frideric Handel
0,2mEbm6GlxXQTqqTuGoZDYQ,"Concerto grosso in C minor, Op.6, No.8: 4. Adagio",George Frideric Handel
0,35oH2ddfyKRIDiVxLxhHa6,"Concerto grosso in F, Op.6, No.9: 1. Largo",George Frideric Handel
0,47WBLy1gEa0h1WLUT9yyDN,"Water Music Suite No.1 in F, HWV 348: without indication (da capo)",George Frideric Handel
0,4hGUmNRHsTjJFvrHDdfpy6,"Concerto grosso in B flat, Op.6, No.7: 2. Allegro",George Frideric Handel
2,0akb32MEViO0WmsRu140mr,"Serse / Act 1: Presto, signor ... Come, qui Principessa",George Frideric Handel
1,1B63SrjdYCQDrjRIxCGDo7,"Water Music Suite No.1 in F, HWV 348: 2. Adagio e staccato",George Frideric Handel
4,1HDsLmeXUIEYihJTO1CTw7,"Dixit Dominus, HWV 232: 5. Tu es sacerdos in aeternum",George Frideric Handel
0,1zxwMGRLAQKgMCJCjFVJ4j,"Serse, HWV 40 / Act 1: ""Eccoti il foglio, Elviro""",George Frideric Handel
0,2Kx17ZAMYKNjRKVI0BEDM4,"Donna, che in ciel di tanta luce splendi HWV 233: Aria con coro: ""Maria, salute e speme""",George Frideric Handel
0,2WLHc4tB4ToENLlKQ6eEGW,"Serse, HWV 40 / Act 1: ""Al fin sarete sposa""",George Frideric Handel
7,2i1InmJyltM08dUhcjixkM,"Concerto grosso in G, Op.6, No.1: 2. Allegro",George Frideric Handel
0,34UH20mHCdTiOBt4D5eHKg,"Water Music Suite No.1 in F, HWV 348: 6. Menuet",George Frideric Handel
1,5G64dzHIT5jeQiR2wxrflM,"Water Music Suite No.3 in G, HWV 350 - Arr. Andreas N. Tarkmann: Country Dance",George Frideric Handel
5,5ICpAwLWMJw2SaITn5M2yv,"Serse / Act 1: ""Ombra mai fù""",George Frideric Handel
3,5m8j4NmMDgnzt35DsrqqYQ,"Serse, HWV 40 / Act 1: ""Và godendo vezzoso e bello""",George Frideric Handel
2,6bLTQibAFZewGJKbfkoKJA,"Music For The Royal Fireworks, HWV 351: 3. La paix",George Frideric Handel
2,6lV8F1OrQMqRIxxJ2TmcaW,Serse / Act 1: Bellissima Romilda,George Frideric Handel
1,6m7maOJLRo9IIom44iZZlg,"Serse, HWV 40 / Act 1: ""Ecco Serse, oche volto""",George Frideric Handel
0,0QJJWSuB9SvcOFta1paMZ7,"Serse, HWV 40 / Act 2: ""Sì, la voglio e la otterò""",George Frideric Handel
0,0yRGfn5Dk7xDamiRTZts28,"Serse, HWV 40 / Act 2: ""Ingannata Romilda!""",George Frideric Handel
0,1Gf2VtM0X8AoYjzZscYeiJ,"Concerto grosso in F, Op.6, No.9: 6. Gigue",George Frideric Handel
0,2BPJNbWt1BqrlMJPyi2fJv,"Serse, HWV 40 / Act 2: ""L'amerò? Non fia vero""",George Frideric Handel
0,2be3lTPADm4YpbllUooVyN,"Serse, HWV 40 / Act 2: ""Me infelice""",George Frideric Handel
0,3gcUK00iGGzyOmN2Ko5fZ5,"Giulio Cesare in Egitto HWV 17 / Atto primo: Recitativo ""Questa è Cornelia""",George Frideric Handel
0,4JI9dYlOYcfpjpgMk49IxP,"Giulio Cesare in Egitto HWV 17 / Atto primo: Recitativo ""Madre!""",George Frideric Handel
0,4hnIMNohlZWFo2fY44Qnjf,"Concerto grosso in F, Op.6, No.9: 5. Menuet",George Frideric Handel
0,6esVETDjMkwKHPa0n5dFNW,"Giulio Cesare in Egitto HWV 17 / Atto primo: Recitativo ""Quì nobile donzella chiede chinarsi""",George Frideric Handel
0,2MKdckY2b7PBXSBL3MuUPm,"Giulio Cesare in Egitto HWV 17 / Atto primo: Recitativo ""Cornelia, in quei tuoi lumi""",George Frideric Handel
0,2tgtGe5A9kgN5pRVogjO4v,"Concerto grosso in B flat, Op.6, No.7: 4. Andante",George Frideric Handel
0,2y9JXnrJSM85mhDeRoCpty,"Serse, HWV 40 / Act 2: ""Or che siete speranze tradite""",George Frideric Handel
0,3vxt65qWLi0XG6Lr0ZFzZa,"Serse, HWV 40 / Act 2: ""Per dar fine alla pena""",George Frideric Handel
0,6Bwmy7qOaCHuWeg428NvQg,"Concerto grosso in D minor, Op.6, No.10: 2. Allegro",George Frideric Handel
0,6wIFAJ25YEDFZ46yMWjHH4,"Giulio Cesare in Egitto HWV 17 / Atto primo: Recitativo ""Vegli pure il germano""",George Frideric Handel
0,28rlPrsFrYoCrdsNK3vnbA,"Concerto grosso in D minor, Op.6, No.10: 1. Ouverture",George Frideric Handel
0,42vbNsfn1F5mVSbexjdvpL,Laudate pueri Dominum HWV 237: Laudate pueri,George Frideric Handel
0,5e9duhXW9Kk03pQPd8DO85,"Giulio Cesare in Egitto HWV 17 / Atto primo: Recitativo ""Cleopatra, vincesti ...""",George Frideric Handel
0,5qMjhSiCOFKOi31eqAqG18,"Serse, HWV 40 / Act 2: ""Anima infida, tradita io sono""",George Frideric Handel
0,6KIZtXkQ8HwwQu4uC4CbM9,"Serse, HWV 40 / Act 2: ""Di quel foglio, Atalanta""",George Frideric Handel
0,7h4M8hsNoBGzJPzqBjv814,"Serse, HWV 40 / Act 2: ""Ah! tigre infedele""",George Frideric Handel
0,2PBg1KRmZGZsNmKWgirvMW,"Serse, HWV 40 / Act 2: ""È pazzo affè""",George Frideric Handel
0,2rqVWIzM90sKmL7xLf8Vdl,"Concerto grosso in D minor, Op.6, No.10: 5. Allegro",George Frideric Handel
0,3Zi9L5F1WskWMwnenpy8pd,"Concerto grosso in B flat, Op.6, No.7: 5. Hornpipe",George Frideric Handel
0,4IS03wg48i7BZKXvWn0L6W,"Concerto grosso in D minor, Op.6, No.10: 3. Air (Lento)",George Frideric Handel
0,4SXB9VxxdpZL61zfXhMQga,"Concerto grosso in G minor, Op.6, No.6: 3. Musette (Larghetto)",George Frideric Handel
0,6MkeAhqGhBQnzccYeCyhf4,"Serse, HWV 40 / Act 2: ""Aspra sorte""",George Frideric Handel
0,6PGnycZY1XD3ijB3dMwEeQ,"Serse, HWV 40 / Act 2: ""Ah! Chi voler fiora""",George Frideric Handel
54,6jZj45D2jdR6fMEb58TlSc,"Suite in B-Flat Major, HWV 434: IV. Menuet",George Frideric Handel
53,2GTQ3iVNLw90PLPVUdPE4t,"Eternal Source of Light Divine, HWV 74 (Arrangement)",George Frideric Handel
12,2BS1lfiZ5WlfZV5uAfwgR1,"Semele, HWV 58: Overture (Live)",George Frideric Handel
10,6N9Ge4MPs0jD0rhXw2vEzF,"Semele, HWV 58, Act I: Gavotte (Live)",George Frideric Handel
10,1q198wLiDWpMDlaYTansRO,"Semele, HWV 58, Act I Scene 1: Lucky Omens Bless Our Rites (Live)",George Frideric Handel
4,1G45Wq4H5eJ4h7Qbb45fYo,"Semele, HWV 58, Act III Scene 2: My Racking Thoughts by No Kind Slumbers Freed (Live)",George Frideric Handel
5,6ElbhnBbI84DfGMfc33ZhI,"Semele, HWV 58, Act II Scene 3: Ah, Me! (Live)",George Frideric Handel
7,6JzZJWcfasuElCVSY8w3E0,"Semele, HWV 58, Act II Scene 2: Come, Zephyrs, Come, While Cupid Sings (Live)",George Frideric Handel
7,6kF7XHChFGvYGydXfVHGfD,"Semele, HWV 58, Act II Scene 1: There, from Mortal Cares Retiring (Live)",George Frideric Handel
3,7DEODMmqbKmVXPT3AhmHJH,"Semele, HWV 58, Act III Scene 9: Apollo Comes, to Relieve Your Care (Live)",George Frideric Handel
9,55tAuXwjFAmrCS6KjsbDm8,"Semele, HWV 58, Act I Scene 1: Why Dost Thou Thus Untimely Grieve (Live)",George Frideric Handel
8,04szLuvKu4n33U6HqoHxmU,"Semele, HWV 58, Act II Scene 3: Where'er You Walk, Cool Gales Shall Fan the Glade (Live)",George Frideric Handel
6,2LYmtIsjkA0kObEscGWE1N,"Semele, HWV 58, Act II Scene 3: With Fond Desiring (Live)",George Frideric Handel
7,3ukPoGMpabiu4mFeJtbovY,"Semele, HWV 58, Act I Scene 4: Hail Cadmus, Hail! (Live)",George Frideric Handel
7,6N9UR1drHB7WdyBBQfelPZ,"Semele, HWV 58, Act I Scene 3: Ah! Wretched Prince (Live)",George Frideric Handel
6,7BXPBDb8Co3Ekw1pTwG9G5,"Semele, HWV 58, Act II Scene 3: Lay Your Doubts and Fears Aside (Live)",George Frideric Handel
10,7JJdbBF712Q4uWmVoaqQmX,"Semele, HWV 58, Act I Scene 1: Behold! Auspicious Flashes Rise (Live)",George Frideric Handel
8,0goruh0vlMf8QDQejGAyas,"Semele, HWV 58, Act I Scene 2: You've Undone Me (Live)",George Frideric Handel
7,18Ii2QNk1B6oQXt0XDFsmp,"Semele, HWV 58, Act II Scene 1: Hence, Iris, Hence Away (Live)",George Frideric Handel
7,1QNdcBF4BteuIxL3f64usT,"Semele, HWV 58, Act II Scene 2: O Sleep, Why Dost Thou Leave Me (Live)",George Frideric Handel
3,2sjZ3OZvoysm975H4VsQvl,"Semele, HWV 58, Act III Scene 9: Happy, Happy We Shall Be (Live)",George Frideric Handel
8,2wEjJxDNRlvAVdxlaS0kOc,"Semele, HWV 58, Act I Scene 2: Your Tuneful Voice My Tale Would Tell (Live)",George Frideric Handel
8,6JhV6XX9duxJwrP9Jp8Peq,"Semele, HWV 58, Act I Scene 4: Endless Pleasure, Endless Love (Live)",George Frideric Handel
7,6TV88OSj5gibjUbs3eMkV6,"Semele, HWV 58, Act II: Sinfonia (Live)",George Frideric Handel
8,7bruMkhU1tyfxKRfkuMYfV,"Semele, HWV 58, Act I Scene 1: Cease, Cease Your Vows, 'Tis Impious to Proceed (Live)",George Frideric Handel
7,1MONrmmnSTD3SprBPCXi3C,"Semele, HWV 58, Act I Scene 2: Too Well I See (Live)",George Frideric Handel
5,1zKxitOixRwn0tjXb3TdQZ,"Semele, HWV 58, Act II Scene 3: How Engaging, How Endearing (Live)",George Frideric Handel
8,7pR376x0HiCRInwPLErLwU,"Semele, HWV 58, Act I Scene 1: Again Auspicious Flashes Rise (Live)",George Frideric Handel
8,7zrHyWaDJcts2Hf3iQ1KoP,"Semele, HWV 58, Act I Scene 1: Alas! She Yields (Live)",George Frideric Handel
4,1GyLocAgHytCc2zTusOXj5,"Semele, HWV 58, Act III Scene 8: Despair No More Shall Wound Me (Live)",George Frideric Handel
9,34gLoXo80TUCPxIkCougii,"Semele, HWV 58, Act I Scene 1: O Jove! In Pity Teach Me Which to Choose (Live)",George Frideric Handel
9,5buaia9BAuqMNCD6o6Peab,"Semele, HWV 58, Act I Scene 1: Ah Me! (Live)",George Frideric Handel
0,3FdJEntocdIMFlsrFpQGho,"Semele, HWV 58, Act III Scene 8: See from Above the Bellying Clouds Descend (Live)",George Frideric Handel
5,4Da4bro9yLzAoS7VZOuPFw,"Semele, HWV 58, Act II Scene 4: Dear Sister, How Was Your Passage Hither? (Live)",George Frideric Handel
0,66Sojyi2jX7jvZzddcPTE5,"Semele, HWV 58, Act II Scene 3: You Are Mortal and Require (Live)",George Frideric Handel
8,1Mpqj57qRenQHMhOC9Dg43,"Semele, HWV 58, Act I Scene 2: Turn, Hopeless Lover, Turn Thy Eyes (Live)",George Frideric Handel
9,53QSoRQzMi8aegG48lQoh0,"Semele, HWV 58, Act I Scene 1: Daughter, Obey (Live)",George Frideric Handel
3,0iBQKfqmz0EhuQa8hRCUkA,"Semele, HWV 58, Act III Scene 4: Speak, Speak Your Desire (Live)",George Frideric Handel
4,3VwnccDAij9C8DdR4JoSgW,"Semele, HWV 58, Act III Scene 1: My Will Obey (Live)",George Frideric Handel
3,3xK5Pcs1nimyrTtqgxy41Y,"Semele, HWV 58, Act III Scene 8: How I Was Hence Remov'd (Live)",George Frideric Handel
3,7uFlBmcK6cQb9ASB6hNIrY,"Semele, HWV 58, Act III Scene 8: O Terror and Astonishment! (Live)",George Frideric Handel
3,0h0IO8qmUu48KrGY9S8gmL,"Semele, HWV 58, Act III Scene 9: Sinfonia (Live)",George Frideric Handel
7,6SnyS2POmhmwllYn6bnxdT,"Semele, HWV 58, Act II Scene 1: Awake, Saturnia, from Thy Lethargy! (Live)",George Frideric Handel
4,15bZSxoTEcU1luzsVgMOKc,"Semele, HWV 58, Act III Scene 3: Thus Shap'd Like Ino (Live)",George Frideric Handel
5,2OL440rW1iNSGYGOCZ7Df6,"Semele, HWV 58, Act II Scene 4: But Hark! The Heav'nly Sphere Turns Round (Live)",George Frideric Handel
5,4KejbF1sz9msI4gCd71cPp,"Semele, HWV 58, Act III Scene 4: No, No, I'll Take No Less (Live)",George Frideric Handel
4,6SqObGcqmju2AN2IIwGrHp,"Semele, HWV 58, Act III Scene 4: Ah, Take Heed What You Press (Live)",George Frideric Handel
4,1dVCR2XQ6BkmsvpvPeBrrf,"Semele, HWV 58, Act III Scene 4: Come to My Arms, My Lovely Fair (Live)",George Frideric Handel
5,2CkU18JJwxJTOoNDQQN2ht,"Semele, HWV 58, Act II Scene 4: Bless the Glad Earth with Heav'nly Lays (Live)",George Frideric Handel
4,3gcAjgmNVtgIz5SweusMZD,"Semele, HWV 58, Act III Scene 1: Somnus, Awake (Live)",George Frideric Handel
4,3zHVB843QfGJ11vKFDFJgw,"Semele, HWV 58, Act III Scene 1: Dull God, Canst Thou Attend the Water's Fall (Live)",George Frideric Handel
4,7GjaGnymG5V2rwQ0RoqWQP,"Semele, HWV 58, Act III Scene 5: Ah, Whither Is She Gone, Unhappy Fair? (Live)",George Frideric Handel
5,3HafRDjINuUwA6NHj1unUi,"Semele, HWV 58, Act III Scene 1: Leave Me, Loathsome Light (Live)",George Frideric Handel
7,3kiXnnRg6tqdKnSj256PYV,"Semele, HWV 58, Act II Scene 1: Iris, Impatient of Thy Stay (Live)",George Frideric Handel
10,6CKuyceeIqA4CtpCU2WKFa,"Semele, HWV 58, Act I Scene 1: Avert These Omens, All Ye Pow'rs (Live)",George Frideric Handel
